"V1"	"V2"
"Some Kind of Wonderful (1987)"	3.66101694915
"Cat People (1982)"	2.89583333333
"Nutty Professor, The (1996)"	2.91411042945
"Gandhi (1982)"	4.02051282051
"Of Human Bondage (1934)"	3.2
"Poetic Justice (1993)"	2.77777777778
"Manchurian Candidate, The (1962)"	4.25954198473
"When We Were Kings (1996)"	4.04545454545
"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)"	4.11111111111
"Transformers: The Movie, The (1986)"	2.84375
"Death and the Maiden (1994)"	3.42857142857
"Cold Comfort Farm (1995)"	3.824
"Postman, The (1997)"	3.22413793103
"Boys on the Side (1995)"	3.14705882353
"Jungle2Jungle (1997)"	2.43939393939
"Piano, The (1993)"	3.60119047619
"Don Juan DeMarco (1995)"	3.55263157895
"FairyTale: A True Story (1997)"	2.96666666667
"Waiting for Guffman (1996)"	4.12765957447
"Paths of Glory (1957)"	4.21212121212
"Big Bully (1996)"	1.85714285714
"If Lucy Fell (1996)"	2.75862068966
"2 Days in the Valley (1996)"	3.22580645161
"Six Degrees of Separation (1993)"	3.77027027027
"Serial Mom (1994)"	2.81481481481
"Total Eclipse (1995)"	2.75
"Ma vie en rose (My Life in Pink) (1997)"	3.45
"Midnight in the Garden of Good and Evil (1997)"	3.1625
"She's the One (1996)"	3.01369863014
"Robin Hood: Prince of Thieves (1991)"	3.22666666667
"Another Stakeout (1993)"	2.5
"Species (1995)"	2.86666666667
"Selena (1997)"	3.625
"Cat on a Hot Tin Roof (1958)"	3.95161290323
"Inkwell, The (1994)"	3.33333333333
"Pallbearer, The (1996)"	2.31818181818
"Cyrano de Bergerac (1990)"	3.81818181818
"Deceiver (1997)"	2.8275862069
"Bride of Frankenstein (1935)"	3.60869565217
"Much Ado About Nothing (1993)"	4.0625
"Some Like It Hot (1959)"	3.984375
"Leaving Las Vegas (1995)"	3.69798657718
"Thin Line Between Love and Hate, A (1996)"	2.41666666667
"Ran (1985)"	4.1
"Demolition Man (1993)"	3.15217391304
"8 1/2 (1963)"	3.81578947368
"Life Less Ordinary, A (1997)"	3.07547169811
"Original Gangstas (1996)"	2.14285714286
"Diva (1981)"	3.72727272727
"What's Love Got to Do with It (1993)"	3.48888888889
"Phantom, The (1996)"	2.575
"Paper, The (1994)"	3.225
"Batman & Robin (1997)"	2.45161290323
"Fierce Creatures (1997)"	3.11458333333
"Murder, My Sweet (1944)"	3.55555555556
"Pocahontas (1995)"	2.52941176471
"Kalifornia (1993)"	3.22033898305
"Poison Ivy II (1995)"	2.15384615385
"In the Bleak Midwinter (1995)"	3.6875
"House of Yes, The (1997)"	3
"Beyond Rangoon (1995)"	3.05555555556
"Mouse Hunt (1997)"	2.47727272727
"Mrs. Winterbourne (1996)"	3.04545454545
"Ace Ventura: When Nature Calls (1995)"	2.67567567568
"Walk in the Clouds, A (1995)"	3.28571428571
"Titanic (1997)"	4.24571428571
"Friday (1995)"	3.46153846154
"Haunted World of Edward D. Wood Jr., The (1995)"	3.73333333333
"Chungking Express (1994)"	3.57142857143
"Thin Man, The (1934)"	4.15
"Mad Love (1995)"	2.15384615385
"Patton (1970)"	3.99264705882
"Aristocats, The (1970)"	3.12962962963
"For Love or Money (1993)"	2.83333333333
"Mute Witness (1994)"	2.94117647059
"His Girl Friday (1940)"	4
"Raging Bull (1980)"	4.12068965517
"McHale's Navy (1997)"	2.1884057971
"Kids (1995)"	3.0612244898
"Farewell My Concubine (1993)"	3.97826086957
"Clerks (1994)"	3.80405405405
"Short Cuts (1993)"	3.77611940299
"Career Girls (1997)"	3.25641025641
"Kissed (1996)"	3
"Hackers (1995)"	2.60606060606
"Young Poisoner's Handbook, The (1995)"	3.34146341463
"Platoon (1986)"	3.69291338583
"Kiss of Death (1995)"	2.85
"Relic, The (1997)"	2.88
"Program, The (1993)"	2.83870967742
"Oscar & Lucinda (1997)"	3.19047619048
"Addicted to Love (1997)"	3.16666666667
"Tombstone (1993)"	3.66666666667
"Carrington (1995)"	3.23076923077
"Murder in the First (1995)"	3.6
"Threesome (1994)"	2.83870967742
"Big Sleep, The (1946)"	4.02739726027
"Boogie Nights (1997)"	3.5873015873
"Grease 2 (1982)"	2
"Man Who Would Be King, The (1975)"	4.025
"Killing Fields, The (1984)"	4.13223140496
"Red Corner (1997)"	3.38596491228
"Mr. Jones (1993)"	2.5
"Johnny Mnemonic (1995)"	2.63414634146
"Die Hard 2 (1990)"	3.35542168675
"Second Jungle Book: Mowgli & Baloo, The (1997)"	2
"Ruling Class, The (1972)"	3.875
"Horse Whisperer, The (1998)"	2.71428571429
"To Gillian on Her 37th Birthday (1996)"	3.06818181818
"Meet Me in St. Louis (1944)"	3.35483870968
"City Slickers II: The Legend of Curly's Gold (1994)"	2.54545454545
"Before and After (1996)"	2.84615384615
"Band Wagon, The (1953)"	3.66666666667
"My Life as a Dog (Mitt liv som hund) (1985)"	3.97849462366
"Crow: City of Angels, The (1996)"	1.94871794872
"Last Man Standing (1996)"	2.66037735849
"Smilla's Sense of Snow (1997)"	3.16666666667
"Screamers (1995)"	2.65217391304
"Until the End of the World (Bis ans Ende der Welt) (1991)"	2.82608695652
"Under Siege 2: Dark Territory (1995)"	2.45833333333
"High School High (1996)"	2.62068965517
"Doom Generation, The (1995)"	2.71428571429
"All Dogs Go to Heaven 2 (1996)"	1.86666666667
"Amityville Horror, The (1979)"	2.56603773585
"So I Married an Axe Murderer (1993)"	3.05263157895
"Double vie de Véronique, La (Double Life of Veronique, The) (1991)"	3.68181818182
"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)"	3.91666666667
"James and the Giant Peach (1996)"	3.12698412698
"Manny & Lo (1996)"	3.15384615385
"Client, The (1994)"	3.38144329897
"Great Race, The (1965)"	3.29032258065
"Crooklyn (1994)"	3.5
"Man of the Year (1995)"	3.11111111111
"Amos & Andrew (1993)"	2.68421052632
"Convent, The (Convento, O) (1995)"	2.5
"Mother Night (1996)"	3.18181818182
"Foxfire (1996)"	2.93333333333
"Meet Wally Sparks (1997)"	2.14285714286
"Cops and Robbersons (1994)"	2.30769230769
"Free Willy 3: The Rescue (1997)"	1.74074074074
"Better Off Dead... (1985)"	3.56962025316
"39 Steps, The (1935)"	4.05084745763
"Heavy Metal (1981)"	3.2602739726
"Basketball Diaries, The (1995)"	3.425
"Cemetery Man (Dellamorte Dellamore) (1994)"	2.86956521739
"Robin Hood: Men in Tights (1993)"	2.58928571429
"Rich Man's Wife, The (1996)"	2.4
"In the Line of Fire (1993)"	3.79289940828
"Mediterraneo (1991)"	3.67647058824
"Mark of Zorro, The (1940)"	3.61538461538
"unknown"	3.44444444444
"Wild Bill (1995)"	2.5
"Braindead (1992)"	3.85714285714
"Wings of the Dove, The (1997)"	3.68
"Shallow Grave (1994)"	3.81818181818
"Fear (1996)"	3.15909090909
"Incognito (1997)"	3.5
"The Innocent (1994)"	3
"House of the Spirits, The (1993)"	3.04166666667
"Stuart Saves His Family (1995)"	2.125
"Event Horizon (1997)"	2.57480314961
"Anna Karenina (1997)"	3.09090909091
"Winnie the Pooh and the Blustery Day (1968)"	3.8
"Private Benjamin (1980)"	2.9552238806
"Seventh Seal, The (Sjunde inseglet, Det) (1957)"	3.54166666667
"Paradise Lost: The Child Murders at Robin Hood Hills (1996)"	4.05
"Santa Clause, The (1994)"	3.09756097561
"Funny Face (1957)"	3.66666666667
"Rosencrantz and Guildenstern Are Dead (1990)"	3.88888888889
"Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)"	2.77142857143
"Washington Square (1997)"	3.29411764706
"Zeus and Roxanne (1997)"	2.16666666667
"Jade (1995)"	2.29411764706
"Perez Family, The (1995)"	2.64285714286
"Giant (1956)"	3.74509803922
"Shadow, The (1994)"	2.88888888889
"Judgment Night (1993)"	2.68
"Love Bug, The (1969)"	2.78
"Congo (1995)"	2.45238095238
"Boomerang (1992)"	2.8125
"Ace Ventura: Pet Detective (1994)"	3.04854368932
"Three Caballeros, The (1945)"	3.27272727273
"Stupids, The (1996)"	2
"Timecop (1994)"	3.09677419355
"Telling Lies in America (1997)"	3.23076923077
"Replacement Killers, The (1998)"	3.30769230769
"Inventing the Abbotts (1997)"	3.13043478261
"Kid in King Arthur's Court, A (1995)"	2.72727272727
"Deconstructing Harry (1997)"	3.4
"Once Were Warriors (1994)"	4.06451612903
"Vanya on 42nd Street (1994)"	3.59259259259
"Every Other Weekend (1990)"	1
"First Kid (1996)"	2.925
"Man of the House (1995)"	2.11111111111
"Ponette (1996)"	3.3
"Black Sheep (1996)"	2.63636363636
"Best of the Best 3: No Turning Back (1995)"	1.5
"Soul Food (1997)"	3.16949152542
"Victor/Victoria (1982)"	3.33766233766
"Something to Talk About (1995)"	2.76923076923
"Jack and Sarah (1995)"	2.14285714286
"Things to Do in Denver when You're Dead (1995)"	3.15492957746
"Cinema Paradiso (1988)"	4.17355371901
"Losing Isaiah (1995)"	3
"Tales from the Crypt Presents: Bordello of Blood (1996)"	2.63636363636
"Picnic (1955)"	3.61111111111
"G.I. Jane (1997)"	3.36
"Frighteners, The (1996)"	3.2347826087
"Sleepers (1996)"	3.51479289941
"In the Company of Men (1997)"	3.71212121212
"Crimson Tide (1995)"	3.62987012987
"I Love Trouble (1994)"	2.5
"My Favorite Year (1982)"	3.53225806452
"To Catch a Thief (1955)"	4.02
"Loch Ness (1995)"	2.5
"Jaws 3-D (1983)"	1.9375
"Jude (1996)"	3
"Homage (1995)"	1
"Daylight (1996)"	2.77192982456
"Lone Star (1996)"	4.05347593583
"Wyatt Earp (1994)"	3.1
"Shaggy Dog, The (1959)"	3
"Freeway (1996)"	3.35714285714
"Alice in Wonderland (1951)"	3.66666666667
"Hellraiser: Bloodline (1996)"	2
"Ready to Wear (Pret-A-Porter) (1994)"	1.83333333333
"Loaded (1994)"	2.4
"Scream 2 (1997)"	3.21698113208
"Walkabout (1971)"	3.84615384615
"Wes Craven's New Nightmare (1994)"	2.8
"All About Eve (1950)"	4.04545454545
"Candyman: Farewell to the Flesh (1995)"	2.42857142857
"Candyman (1992)"	2.72307692308
"Secret Garden, The (1993)"	3.54430379747
"Deer Hunter, The (1978)"	3.83333333333
"Junior (1994)"	3.02222222222
"Jackal, The (1997)"	3.14942528736
"Desperate Measures (1998)"	3.31944444444
"April Fool's Day (1986)"	2.66666666667
"Beverly Hills Ninja (1997)"	2.3125
"Baby-Sitters Club, The (1995)"	2.5
"Basic Instinct (1992)"	3.22772277228
"Notorious (1946)"	4.11538461538
"Bread and Chocolate (Pane e cioccolata) (1973)"	3.16666666667
"No Escape (1994)"	2.4
"Beautician and the Beast, The (1997)"	2.31395348837
"Escape from New York (1981)"	3.24175824176
"Barbarella (1968)"	2.57142857143
"Daytrippers, The (1996)"	3.66666666667
"Swept from the Sea (1997)"	2.42857142857
"Eddie (1996)"	2.7
"Around the World in 80 Days (1956)"	3.66101694915
"Live Nude Girls (1995)"	3.08695652174
"Window to Paris (1994)"	4
"Belle de jour (1967)"	3.94594594595
"3 Ninjas: High Noon At Mega Mountain (1998)"	1
"To Live (Huozhe) (1994)"	3.78571428571
"Glimmer Man, The (1996)"	2.75
"In the Line of Duty 2 (1987)"	2.75
"Barcelona (1994)"	3.01886792453
"Gaslight (1944)"	3.88571428571
"Big Blue, The (Grand bleu, Le) (1988)"	3.23529411765
"Lightning Jack (1994)"	3
"Theodore Rex (1995)"	1.4
"Metisse (Café au Lait) (1993)"	2.33333333333
"Swiss Family Robinson (1960)"	3.35897435897
"Apartment, The (1960)"	3.93650793651
"Kama Sutra: A Tale of Love (1996)"	3.31818181818
"Primary Colors (1998)"	3.92307692308
"Bananas (1971)"	3.70175438596
"Celtic Pride (1996)"	2.2
"187 (1997)"	3.0243902439
"Hard Target (1993)"	2.7
"Nadja (1994)"	2.25
"Fire Down Below (1997)"	2.93181818182
"Bird of Prey (1996)"	1
"Immortal Beloved (1994)"	3.46031746032
"Alaska (1996)"	2.69230769231
"NeverEnding Story III, The (1994)"	2.16666666667
"Feeling Minnesota (1996)"	2.625
"Hercules (1997)"	3.51515151515
"Mr. Smith Goes to Washington (1939)"	4.12380952381
"Big Green, The (1995)"	2.5
"Quick and the Dead, The (1995)"	3.20833333333
"Touch of Evil (1958)"	3.91176470588
"Faster Pussycat! Kill! Kill! (1965)"	3
"Modern Affair, A (1995)"	1
"Eat Drink Man Woman (1994)"	4.05
"Whole Wide World, The (1996)"	4
"Money Talks (1997)"	2.8152173913
"Weekend at Bernie's (1989)"	2.61666666667
"Cowboy Way, The (1994)"	2.21052631579
"Up in Smoke (1978)"	3.25531914894
"Gigi (1958)"	3.65853658537
"Eve's Bayou (1997)"	3.609375
"Penny Serenade (1941)"	3
"City of Angels (1998)"	3
"Billy Madison (1995)"	3.08108108108
"Balto (1995)"	3
"Playing God (1997)"	2.62790697674
"Surviving Picasso (1996)"	3.10526315789
"Fresh (1994)"	4.1
"Walking and Talking (1996)"	3.625
"Gattaca (1997)"	3.59558823529
"Now and Then (1995)"	3.45833333333
"Stars Fell on Henrietta, The (1995)"	2.33333333333
"Mighty Morphin Power Rangers: The Movie (1995)"	2.27272727273
"Davy Crockett, King of the Wild Frontier (1955)"	2.90909090909
"Rebecca (1940)"	3.9696969697
"Beverly Hillbillies, The (1993)"	2.25
"Castle Freak (1995)"	1.25
"Miami Rhapsody (1995)"	2.6
"Unforgettable (1996)"	3.32352941176
"Craft, The (1996)"	3.11538461538
"Radioland Murders (1994)"	3.33333333333
"Rob Roy (1995)"	3.5652173913
"Clean Slate (1994)"	2.8
"Hideaway (1995)"	2.44444444444
"Critical Care (1997)"	3.09090909091
"Stealing Beauty (1996)"	3.375
"Last Action Hero (1993)"	2.74576271186
"Bronx Tale, A (1993)"	3.79166666667
"Thirty-Two Short Films About Glenn Gould (1993)"	3.94444444444
"Manhattan Murder Mystery (1993)"	3.62962962963
"Treasure of the Sierra Madre, The (1948)"	4.1
"Drop Dead Fred (1991)"	2.75
"Robert A. Heinlein's The Puppet Masters (1994)"	3
"Home Alone 3 (1997)"	1.89473684211
"Boxing Helena (1993)"	2.2
"Mrs. Parker and the Vicious Circle (1994)"	3.27272727273
"Delta of Venus (1994)"	3
"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)"	3.77272727273
"Surviving the Game (1994)"	2.45454545455
"Safe (1995)"	4
"Amateur (1994)"	3.16666666667
"Anne Frank Remembered (1995)"	3.85714285714
"Specialist, The (1994)"	2.25
"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)"	2.6
"Assignment, The (1997)"	3.5
"Fatal Instinct (1993)"	2.63157894737
"Year of the Horse (1997)"	3.28571428571
"Dark City (1998)"	3.5
"Unzipped (1995)"	3.54545454545
"Air Bud (1997)"	2.55813953488
"Cobb (1994)"	2.8
"Sliver (1993)"	2.40540540541
"Body Snatcher, The (1945)"	3.5
"Kids in the Hall: Brain Candy (1996)"	3.07692307692
"Fog, The (1980)"	2.73913043478
"Doors, The (1991)"	2.97826086957
"Carlito's Way (1993)"	3.40740740741
"Female Perversions (1996)"	2.625
"Barb Wire (1996)"	1.93333333333
"Of Love and Shadows (1994)"	3.16666666667
"Anaconda (1997)"	2.28947368421
"Spanking the Monkey (1994)"	3.07407407407
"Star Maps (1997)"	3.05263157895
"Philadelphia (1993)"	3.85401459854
"Spice World (1997)"	2.11538461538
"Bulletproof (1996)"	3.20408163265
"Nine Months (1995)"	2.93103448276
"Forbidden Planet (1956)"	3.83582089552
"Air Up There, The (1994)"	2.8125
"Ridicule (1996)"	3.70454545455
"Spawn (1997)"	2.61538461538
"Affair to Remember, An (1957)"	4.19230769231
"Lover's Knot (1996)"	2
"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)"	3.55555555556
"Keys to Tulsa (1997)"	2.24
"Christmas Carol, A (1938)"	4.05797101449
"Two Much (1996)"	2.42857142857
"I Like It Like That (1994)"	2.33333333333
"Portrait of a Lady, The (1996)"	2.68
"Street Fighter (1994)"	2.75
"Power 98 (1995)"	1
"White Squall (1996)"	3.4
"Solo (1996)"	1.83333333333
"Arrival, The (1996)"	3.03614457831
"Black Beauty (1994)"	3.44444444444
"Prefontaine (1997)"	5
"Heaven's Prisoners (1996)"	2.51851851852
"Blob, The (1958)"	2.71739130435
"Jerky Boys, The (1994)"	2.66666666667
"Blues Brothers 2000 (1998)"	2.82142857143
"Scarlet Letter, The (1995)"	2.4
"Highlander III: The Sorcerer (1994)"	2.125
"Van, The (1996)"	2.66666666667
"My Man Godfrey (1936)"	4.03703703704
"M (1931)"	4
"Made in America (1993)"	2.51851851852
"Fox and the Hound, The (1981)"	3.14754098361
"Love and Death on Long Island (1997)"	2.5
"Women, The (1939)"	3.66666666667
"Feast of July (1995)"	2.4
"Ballad of Narayama, The (Narayama Bushiko) (1958)"	2.75
"Reality Bites (1994)"	2.96103896104
"Switchblade Sisters (1975)"	3.23076923077
"Night on Earth (1991)"	3.83333333333
"Flesh and Bone (1993)"	2.83333333333
"Firestorm (1998)"	2.83333333333
"Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)"	3.57692307692
"Month by the Lake, A (1995)"	3.33333333333
"Rent-a-Kid (1995)"	3
"Super Mario Bros. (1993)"	2.07692307692
"Persuasion (1995)"	4.04545454545
"Pyromaniac's Love Story, A (1995)"	2.42857142857
"War Room, The (1993)"	3.33333333333
"Go Fish (1994)"	3.2
"Associate, The (1996)"	3.24390243902
"Dead Presidents (1995)"	2.72222222222
"Antonia's Line (1995)"	3.95652173913
"Virtuosity (1995)"	2.73684210526
"Ruby in Paradise (1993)"	3.13043478261
"Top Hat (1935)"	4.04761904762
"Stephen King's The Langoliers (1995)"	2.41379310345
"Hate (Haine, La) (1995)"	3.5
"Simple Wish, A (1997)"	1.66666666667
"Nixon (1995)"	3.12222222222
"Vegas Vacation (1997)"	2.4
"Four Days in September (1997)"	3.75
"Spellbound (1945)"	3.93333333333
"Relative Fear (1994)"	1.66666666667
"Babysitter, The (1995)"	2.33333333333
"Out to Sea (1997)"	2.68421052632
"Farinelli: il castrato (1994)"	3.11764705882
"Brassed Off (1996)"	3.9375
"American Strays (1996)"	2
"Lord of Illusions (1995)"	2.41666666667
"Farmer & Chase (1995)"	4
"Little Odessa (1994)"	2.6
"Angus (1995)"	2.64285714286
"Ghost and Mrs. Muir, The (1947)"	3.6511627907
"Turbulence (1997)"	2.5652173913
"Young Guns II (1990)"	2.77272727273
"Talking About Sex (1994)"	1.8
"Bitter Moon (1992)"	3.3
"Apple Dumpling Gang, The (1975)"	2.84
"Stranger, The (1994)"	3
"Once Upon a Time in the West (1969)"	3.86842105263
"Big Lebowski, The (1998)"	3.83333333333
"White Man's Burden (1995)"	2
"Flintstones, The (1994)"	2.06451612903
"Cutthroat Island (1995)"	2.44444444444
"Set It Off (1996)"	3.42105263158
"Wishmaster (1997)"	2.44444444444
"Preacher's Wife, The (1996)"	2.92647058824
"Passion Fish (1992)"	3.17857142857
"In Love and War (1996)"	3.42857142857
"Paris Is Burning (1990)"	3.81481481481
"Paris, Texas (1984)"	3.54347826087
"Richie Rich (1994)"	2.42857142857
"Airheads (1994)"	2.34375
"C'est arrivé près de chez vous (1992)"	3
"Milk Money (1994)"	2.72972972973
"Judge Dredd (1995)"	2.89743589744
"Othello (1995)"	3.61111111111
"Old Man and the Sea, The (1958)"	3.34375
"Man Who Knew Too Little, The (1997)"	2.92307692308
"Truman Show, The (1998)"	2.90909090909
"Gold Diggers: The Secret of Bear Mountain (1995)"	3.1
"Girl 6 (1996)"	2.76
"Sweet Hereafter, The (1997)"	3.77272727273
"Prophecy II, The (1998)"	2.7
"Geronimo: An American Legend (1993)"	3.11111111111
"I Shot Andy Warhol (1996)"	3.37837837838
"Newton Boys, The (1998)"	3
"Perfect Candidate, A (1996)"	4
"Night Falls on Manhattan (1997)"	3.375
"Tin Drum, The (Blechtrommel, Die) (1979)"	3.7
"Aladdin and the King of Thieves (1996)"	2.84615384615
"Nil By Mouth (1997)"	2
"Santa with Muscles (1996)"	5
"Boys, Les (1997)"	3.33333333333
"Pest, The (1997)"	1.875
"Flirt (1995)"	3.6
"M. Butterfly (1993)"	3.22222222222
"Maya Lin: A Strong Clear Vision (1994)"	4.5
"Two if by Sea (1996)"	2.6
"Pompatus of Love, The (1996)"	3
"My Own Private Idaho (1991)"	3.63333333333
"Head Above Water (1996)"	3
"Squeeze (1996)"	1.66666666667
"Even Cowgirls Get the Blues (1993)"	2
"Boys of St. Vincent, The (1993)"	3.38461538462
"Ghosts of Mississippi (1996)"	3.48275862069
"Awfully Big Adventure, An (1995)"	2.375
"Heidi Fleiss: Hollywood Madam (1995)"	2.69230769231
"Machine, The (1994)"	1.5
"Little Big League (1994)"	2.875
"Party Girl (1995)"	2.875
"Great Day in Harlem, A (1994)"	5
"Candidate, The (1972)"	3.64102564103
"Tie That Binds, The (1995)"	2.42857142857
"Catwalk (1995)"	1.33333333333
"Rhyme & Reason (1997)"	2.2
"Burnt By the Sun (1994)"	3.70833333333
"Farewell to Arms, A (1932)"	3.83333333333
"Fear, The (1995)"	3
"Life with Mikey (1993)"	2.28571428571
"Speed 2: Cruise Control (1997)"	2.13157894737
"Last Time I Saw Paris, The (1954)"	3.66666666667
"That Old Feeling (1997)"	3.36363636364
"Madame Butterfly (1995)"	3.57142857143
"Maybe, Maybe Not (Bewegte Mann, Der) (1994)"	3.5
"Howling, The (1981)"	3.02631578947
"Fear of a Black Hat (1993)"	3.2
"Hard Rain (1998)"	2.90322580645
"Anastasia (1997)"	3.42424242424
"For Whom the Bell Tolls (1943)"	4
"Browning Version, The (1994)"	3
"Tetsuo II: Body Hammer (1992)"	2.66666666667
"Little Buddha (1993)"	3.31818181818
"Fathers' Day (1997)"	2.58064516129
"Amityville 1992: It's About Time (1992)"	1
"Sunset Park (1996)"	2.5
"Funeral, The (1996)"	2.42857142857
"Love and a .45 (1994)"	3.125
"Inspector General, The (1949)"	3.72222222222
"I'm Not Rappaport (1996)"	3
"When a Man Loves a Woman (1994)"	3.48717948718
"Nobody's Fool (1994)"	3.60869565217
"Deep Rising (1998)"	2.42857142857
"Metro (1997)"	2.91666666667
"Fair Game (1995)"	2.18181818182
"Mrs. Dalloway (1997)"	3.6
"I'll Do Anything (1994)"	2.6
"Pie in the Sky (1995)"	2
"Substance of Fire, The (1996)"	3.25
"Swan Princess, The (1994)"	2.85714285714
"Gone Fishin' (1997)"	1.81818181818
"Flipper (1996)"	2.45
"Madonna: Truth or Dare (1991)"	2.47058823529
"One Night Stand (1997)"	3.46666666667
"Guilty as Sin (1993)"	2.16666666667
"Trial and Error (1997)"	2.52173913043
"Bad Taste (1987)"	3.375
"Citizen Ruth (1996)"	3.62222222222
"Halloween: The Curse of Michael Myers (1995)"	2.2
"Albino Alligator (1996)"	2.5
"Mina Tannenbaum (1994)"	3.66666666667
"Tango Lesson, The (1997)"	3.38461538462
"Margaret's Museum (1995)"	4
"For Richer or Poorer (1997)"	2.42857142857
"Three Wishes (1995)"	3.22222222222
"Innocent Sleep, The (1995)"	2
"Grass Harp, The (1995)"	3.22222222222
"Blue in the Face (1995)"	3.17777777778
"I Can't Sleep (J'ai pas sommeil) (1994)"	2.66666666667
"Vermin (1998)"	2
"Nosferatu a Venezia (1986)"	2.33333333333
"Mr. Wrong (1996)"	2.30434782609
"Exotica (1994)"	3.55555555556
"Big Squeeze, The (1996)"	2.25
"Herbie Rides Again (1974)"	2.27272727273
"Love Affair (1994)"	2.83333333333
"Sum of Us, The (1994)"	3.54545454545
"'Til There Was You (1997)"	2.33333333333
"Bye Bye, Love (1995)"	3.13333333333
"Beyond Bedlam (1993)"	1
"Hard Eight (1996)"	4
"Ayn Rand: A Sense of Life (1997)"	3.14285714286
"Good Morning (1971)"	1
"Chasers (1994)"	2.2
"In the Mouth of Madness (1995)"	2.88461538462
"Double Team (1997)"	2.23076923077
"Cats Don't Dance (1997)"	2.84375
"Carried Away (1996)"	3
"Little Princess, The (1939)"	3.55555555556
"Getaway, The (1994)"	2.33333333333
"Underground (1995)"	2.8
"Hugo Pool (1997)"	3.28571428571
"Heavy (1995)"	2.4
"White Balloon, The (1995)"	2.8
"Robocop 3 (1993)"	1.72727272727
"Hear My Song (1991)"	3.25
"Reckless (1995)"	2.75
"Mortal Kombat (1995)"	2.87755102041
"Caro Diario (Dear Diary) (1994)"	2.75
"Faust (1994)"	4.2
"Beverly Hills Cop III (1994)"	2.39285714286
"Meet John Doe (1941)"	3.92
"Very Natural Thing, A (1974)"	1
"Indian Summer (1996)"	3.25
"Village of the Damned (1995)"	2.68181818182
"Fearless (1993)"	3.24
"Love & Human Remains (1993)"	3.16666666667
"Drunks (1995)"	2.8
"Roseanna's Grave (For Roseanna) (1997)"	2.8
"Paris Was a Woman (1995)"	3
"Faces (1968)"	3
"Jingle All the Way (1996)"	2.11111111111
"Fille seule, La (A Single Girl) (1995)"	4
"Little Lord Fauntleroy (1936)"	3.16666666667
"Bloodsport 2 (1995)"	1.7
"Pather Panchali (1955)"	4.625
"True Crime (1995)"	3.33333333333
"Mortal Kombat: Annihilation (1997)"	1.95348837209
"Cabin Boy (1994)"	2.5625
"Blood & Wine (1997)"	2.86363636364
"Marked for Death (1990)"	2.5
"Phantoms (1998)"	2.23076923077
"Body Parts (1991)"	1.61538461538
"Panther (1995)"	2.4
"Star Maker, The (Uomo delle stelle, L') (1995)"	3.16666666667
"Goofy Movie, A (1995)"	2.9
"Audrey Rose (1977)"	2.16666666667
"Vampire in Brooklyn (1995)"	1.83333333333
"Road to Wellville, The (1994)"	2.29411764706
"Fluke (1995)"	2.42857142857
"Cronos (1992)"	3.2
"Kaspar Hauser (1993)"	4.25
"Turbo: A Power Rangers Movie (1997)"	1.8
"Ill Gotten Gains (1997)"	2.33333333333
"Other Voices, Other Rooms (1997)"	3
"Search for One-eye Jimmy, The (1996)"	2.66666666667
"Princess Caraboo (1994)"	3.13333333333
"War, The (1994)"	3.26666666667
"Bad Girls (1994)"	1.83333333333
"Free Willy 2: The Adventure Home (1995)"	2.18181818182
"Senseless (1998)"	2.42857142857
"Lost in Space (1998)"	3.16666666667
"Stripes (1981)"	3.8
"Falling in Love Again (1980)"	1
"Tom & Viv (1994)"	3.33333333333
"Gabbeh (1996)"	3.33333333333
"1-900 (1994)"	2.6
"Innocents, The (1961)"	4.25
"Colonel Chabert, Le (1994)"	3.5
"Jefferson in Paris (1995)"	2
"Heaven & Earth (1993)"	2.55555555556
"Walk in the Sun, A (1945)"	3
"Palmetto (1998)"	3.14285714286
"Boy's Life 2 (1997)"	3.33333333333
"Cry, the Beloved Country (1995)"	3.75
"Tom and Huck (1995)"	3.16666666667
"Fall (1997)"	2
"Aiqing wansui (1994)"	5
"T-Men (1947)"	1
"Lotto Land (1995)"	1
"Love Is All There Is (1996)"	3
"Withnail and I (1987)"	3.23076923077
"Last Time I Committed Suicide, The (1997)"	2.28571428571
"Pagemaster, The (1994)"	2.25
"Johns (1996)"	3
"Mighty, The (1998)"	1
"North (1994)"	2.71428571429
"Dunston Checks In (1996)"	1.85714285714
"King of the Hill (1993)"	3.5
"Dear God (1996)"	2.5
"Late Bloomers (1996)"	3.4
"Police Story 4: Project S (Chao ji ji hua) (1993)"	1
"8 Seconds (1994)"	3.75
"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)"	4
"Bad Moon (1996)"	2.66666666667
"Wild Things (1998)"	2.72727272727
"Kansas City (1996)"	2.26086956522
"Strawberry and Chocolate (Fresa y chocolate) (1993)"	3.27272727273
"Turning, The (1992)"	2.5
"For the Moment (1994)"	2.66666666667
"Color of Night (1994)"	2.73333333333
"Collectionneuse, La (1967)"	2
"Stonewall (1995)"	4.2
"Anna (1996)"	4.5
"Brother Minister: The Assassination of Malcolm X (1994)"	3
"Traveller (1997)"	3.30769230769
