"V1"	"V2"
"Murder at 1600 (1997)"	"thriller"
"Dante's Peak (1997)"	"action"
"Dante's Peak (1997)"	"thriller"
"Lost Highway (1997)"	"mystery"
"Crash (1996)"	"drama"
"Crash (1996)"	"thriller"
"G.I. Jane (1997)"	"action"
"G.I. Jane (1997)"	"drama"
"G.I. Jane (1997)"	"war"
"Cop Land (1997)"	"crime"
"Cop Land (1997)"	"drama"
"Cop Land (1997)"	"mystery"
"Conspiracy Theory (1997)"	"action"
"Conspiracy Theory (1997)"	"mystery"
"Conspiracy Theory (1997)"	"romance"
"Conspiracy Theory (1997)"	"thriller"
"Desperate Measures (1998)"	"crime"
"Desperate Measures (1998)"	"drama"
"Desperate Measures (1998)"	"thriller"
"187 (1997)"	"drama"
"Edge, The (1997)"	"adventure"
"Edge, The (1997)"	"thriller"
"Kiss the Girls (1997)"	"crime"
"Kiss the Girls (1997)"	"drama"
"Kiss the Girls (1997)"	"thriller"
"Game, The (1997)"	"mystery"
"Game, The (1997)"	"thriller"
"U Turn (1997)"	"action"
"U Turn (1997)"	"crime"
"U Turn (1997)"	"mystery"
"How to Be a Player (1997)"	"comedy"
"Playing God (1997)"	"crime"
"Playing God (1997)"	"thriller"
"House of Yes, The (1997)"	"comedy"
"House of Yes, The (1997)"	"drama"
"House of Yes, The (1997)"	"thriller"
"Bean (1997)"	"comedy"
"Mad City (1997)"	"action"
"Mad City (1997)"	"drama"
"Boogie Nights (1997)"	"drama"
"Critical Care (1997)"	"comedy"
"Man Who Knew Too Little, The (1997)"	"comedy"
"Man Who Knew Too Little, The (1997)"	"mystery"
"Alien: Resurrection (1997)"	"action"
"Alien: Resurrection (1997)"	"horror"
"Alien: Resurrection (1997)"	"sci-fi"
"Apostle, The (1997)"	"drama"
"Deconstructing Harry (1997)"	"comedy"
"Deconstructing Harry (1997)"	"drama"
"Jackie Brown (1997)"	"crime"
"Jackie Brown (1997)"	"drama"
"Wag the Dog (1997)"	"comedy"
"Wag the Dog (1997)"	"drama"
"Desperate Measures (1998)"	"crime"
"Desperate Measures (1998)"	"drama"
"Desperate Measures (1998)"	"thriller"
"Hard Rain (1998)"	"action"
"Hard Rain (1998)"	"thriller"
"Fallen (1998)"	"action"
"Fallen (1998)"	"mystery"
"Fallen (1998)"	"thriller"
"Prophecy II, The (1998)"	"horror"
"Spice World (1997)"	"comedy"
"Spice World (1997)"	"musical"
"Deep Rising (1998)"	"action"
"Deep Rising (1998)"	"horror"
"Deep Rising (1998)"	"sci-fi"
"Wedding Singer, The (1998)"	"comedy"
"Wedding Singer, The (1998)"	"romance"
"Sphere (1998)"	"adventure"
"Sphere (1998)"	"sci-fi"
"Sphere (1998)"	"thriller"
"Client, The (1994)"	"drama"
"Client, The (1994)"	"mystery"
"Client, The (1994)"	"thriller"
"One Flew Over the Cuckoo's Nest (1975)"	"drama"
"Spawn (1997)"	"action"
"Spawn (1997)"	"adventure"
"Spawn (1997)"	"sci-fi"
"Spawn (1997)"	"thriller"
"Assignment, The (1997)"	"thriller"
"Wonderland (1997)"	"documentary"
"Incognito (1997)"	"crime"
"Incognito (1997)"	"thriller"
"Blues Brothers 2000 (1998)"	"action"
"Blues Brothers 2000 (1998)"	"comedy"
"Blues Brothers 2000 (1998)"	"musical"
"Sudden Death (1995)"	"action"
"Ace Ventura: When Nature Calls (1995)"	"comedy"
"Powder (1995)"	"drama"
"Dangerous Minds (1995)"	"drama"
"Clueless (1995)"	"comedy"
"Bio-Dome (1996)"	"comedy"
"Black Sheep (1996)"	"comedy"
"Mary Reilly (1996)"	"drama"
"Mary Reilly (1996)"	"thriller"
"Bridges of Madison County, The (1995)"	"drama"
"Bridges of Madison County, The (1995)"	"romance"
"Jeffrey (1995)"	"comedy"
"Judge Dredd (1995)"	"action"
"Judge Dredd (1995)"	"adventure"
"Judge Dredd (1995)"	"sci-fi"
"Mighty Morphin Power Rangers: The Movie (1995)"	"action"
"Mighty Morphin Power Rangers: The Movie (1995)"	"children"
"Showgirls (1995)"	"drama"
"Houseguest (1994)"	"comedy"
"Heavyweights (1994)"	"children"
"Heavyweights (1994)"	"comedy"
"Miracle on 34th Street (1994)"	"drama"
"Tales From the Crypt Presents: Demon Knight (1995)"	"horror"
"Star Trek: Generations (1994)"	"action"
"Star Trek: Generations (1994)"	"adventure"
"Star Trek: Generations (1994)"	"sci-fi"
"Muriel's Wedding (1994)"	"comedy"
"Muriel's Wedding (1994)"	"romance"
"Adventures of Priscilla, Queen of the Desert, The (1994)"	"comedy"
"Adventures of Priscilla, Queen of the Desert, The (1994)"	"drama"
"Flintstones, The (1994)"	"children"
"Flintstones, The (1994)"	"comedy"
"Naked Gun 33 1/3: The Final Insult (1994)"	"comedy"
"True Lies (1994)"	"action"
"True Lies (1994)"	"adventure"
"True Lies (1994)"	"comedy"
"True Lies (1994)"	"romance"
"Addams Family Values (1993)"	"comedy"
"Age of Innocence, The (1993)"	"drama"
"Beverly Hills Cop III (1994)"	"action"
"Beverly Hills Cop III (1994)"	"comedy"
"Black Beauty (1994)"	"adventure"
"Black Beauty (1994)"	"children"
"Fear of a Black Hat (1993)"	"comedy"
"Last Action Hero (1993)"	"action"
"Last Action Hero (1993)"	"comedy"
"Man Without a Face, The (1993)"	"drama"
"Mrs. Doubtfire (1993)"	"comedy"
"Radioland Murders (1994)"	"comedy"
"Radioland Murders (1994)"	"mystery"
"Radioland Murders (1994)"	"romance"
"Robin Hood: Men in Tights (1993)"	"comedy"
"Serial Mom (1994)"	"comedy"
"Serial Mom (1994)"	"crime"
"Serial Mom (1994)"	"horror"
"Striking Distance (1993)"	"action"
"Super Mario Bros. (1993)"	"action"
"Super Mario Bros. (1993)"	"adventure"
"Super Mario Bros. (1993)"	"children"
"Super Mario Bros. (1993)"	"sci-fi"
"Three Musketeers, The (1993)"	"action"
"Three Musketeers, The (1993)"	"adventure"
"Three Musketeers, The (1993)"	"comedy"
"Little Rascals, The (1994)"	"children"
"Little Rascals, The (1994)"	"comedy"
"Brady Bunch Movie, The (1995)"	"comedy"
"Ghost (1990)"	"comedy"
"Ghost (1990)"	"romance"
"Ghost (1990)"	"thriller"
"Batman (1989)"	"action"
"Batman (1989)"	"adventure"
"Batman (1989)"	"crime"
"Batman (1989)"	"drama"
"Pinocchio (1940)"	"animation"
"Pinocchio (1940)"	"children"
"Mission: Impossible (1996)"	"action"
"Mission: Impossible (1996)"	"adventure"
"Mission: Impossible (1996)"	"mystery"
"Thinner (1996)"	"horror"
"Thinner (1996)"	"thriller"
"Spy Hard (1996)"	"comedy"
"Close Shave, A (1995)"	"animation"
"Close Shave, A (1995)"	"comedy"
"Close Shave, A (1995)"	"thriller"
"Jack (1996)"	"comedy"
"Jack (1996)"	"drama"
"Kingpin (1996)"	"comedy"
"Nutty Professor, The (1996)"	"comedy"
"Nutty Professor, The (1996)"	"fantasy"
"Nutty Professor, The (1996)"	"romance"
"Nutty Professor, The (1996)"	"sci-fi"
"Very Brady Sequel, A (1996)"	"comedy"
"Tales from the Crypt Presents: Bordello of Blood (1996)"	"horror"
"My Favorite Year (1982)"	"comedy"
"Apple Dumpling Gang, The (1975)"	"children"
"Apple Dumpling Gang, The (1975)"	"comedy"
"Apple Dumpling Gang, The (1975)"	"western"
"Old Yeller (1957)"	"children"
"Old Yeller (1957)"	"drama"
"Parent Trap, The (1961)"	"children"
"Parent Trap, The (1961)"	"drama"
"Cinderella (1950)"	"animation"
"Cinderella (1950)"	"children"
"Cinderella (1950)"	"musical"
"Mary Poppins (1964)"	"children"
"Mary Poppins (1964)"	"comedy"
"Mary Poppins (1964)"	"musical"
"Alice in Wonderland (1951)"	"animation"
"Alice in Wonderland (1951)"	"children"
"Alice in Wonderland (1951)"	"musical"
"William Shakespeare's Romeo and Juliet (1996)"	"drama"
"William Shakespeare's Romeo and Juliet (1996)"	"romance"
"Aladdin and the King of Thieves (1996)"	"animation"
"Aladdin and the King of Thieves (1996)"	"children"
"Aladdin and the King of Thieves (1996)"	"comedy"
"E.T. the Extra-Terrestrial (1982)"	"children"
"E.T. the Extra-Terrestrial (1982)"	"drama"
"E.T. the Extra-Terrestrial (1982)"	"fantasy"
"E.T. the Extra-Terrestrial (1982)"	"sci-fi"
"Children of the Corn: The Gathering (1996)"	"horror"
"Bob Roberts (1992)"	"comedy"
"Transformers: The Movie, The (1986)"	"action"
"Transformers: The Movie, The (1986)"	"animation"
"Transformers: The Movie, The (1986)"	"children"
"Transformers: The Movie, The (1986)"	"sci-fi"
"Transformers: The Movie, The (1986)"	"thriller"
"Transformers: The Movie, The (1986)"	"war"
"To Kill a Mockingbird (1962)"	"drama"
"Harold and Maude (1971)"	"comedy"
"Day the Earth Stood Still, The (1951)"	"drama"
"Day the Earth Stood Still, The (1951)"	"sci-fi"
"Duck Soup (1933)"	"comedy"
"Duck Soup (1933)"	"war"
"Highlander (1986)"	"action"
"Highlander (1986)"	"adventure"
"Fantasia (1940)"	"animation"
"Fantasia (1940)"	"children"
"Fantasia (1940)"	"musical"
"Heathers (1989)"	"comedy"
"Forbidden Planet (1956)"	"sci-fi"
"Butch Cassidy and the Sundance Kid (1969)"	"action"
"Butch Cassidy and the Sundance Kid (1969)"	"comedy"
"Butch Cassidy and the Sundance Kid (1969)"	"western"
"American Werewolf in London, An (1981)"	"horror"
"Amityville 1992: It's About Time (1992)"	"horror"
"Amityville 3-D (1983)"	"horror"
"Amityville: A New Generation (1993)"	"horror"
"Amityville II: The Possession (1982)"	"horror"
"Amityville Horror, The (1979)"	"horror"
"Amityville Curse, The (1990)"	"horror"
"Birds, The (1963)"	"horror"
"Blob, The (1958)"	"horror"
"Blob, The (1958)"	"sci-fi"
"Body Snatcher, The (1945)"	"horror"
"Burnt Offerings (1976)"	"horror"
"Carrie (1976)"	"horror"
"Omen, The (1976)"	"horror"
"Star Trek: The Motion Picture (1979)"	"action"
"Star Trek: The Motion Picture (1979)"	"adventure"
"Star Trek: The Motion Picture (1979)"	"sci-fi"
"Star Trek V: The Final Frontier (1989)"	"action"
"Star Trek V: The Final Frontier (1989)"	"adventure"
"Star Trek V: The Final Frontier (1989)"	"sci-fi"
"Grease (1978)"	"comedy"
"Grease (1978)"	"musical"
"Grease (1978)"	"romance"
"Jaws 2 (1978)"	"action"
"Jaws 2 (1978)"	"horror"
"Jaws 3-D (1983)"	"action"
"Jaws 3-D (1983)"	"horror"
"Bastard Out of Carolina (1996)"	"drama"
"Jackie Chan's First Strike (1996)"	"action"
"Beverly Hills Ninja (1997)"	"action"
"Beverly Hills Ninja (1997)"	"comedy"
"Free Willy 3: The Rescue (1997)"	"adventure"
"Free Willy 3: The Rescue (1997)"	"children"
"Free Willy 3: The Rescue (1997)"	"drama"
"Nixon (1995)"	"drama"
"Cry, the Beloved Country (1995)"	"drama"
"Crossing Guard, The (1995)"	"drama"
"Smoke (1995)"	"drama"
"Like Water For Chocolate  (1992)"	"drama"
"Like Water For Chocolate  (1992)"	"romance"
"Secret of Roan Inish, The (1994)"	"adventure"
"Vanya on 42nd Street (1994)"	"drama"
"Jungle Book, The (1994)"	"adventure"
"Jungle Book, The (1994)"	"children"
"Jungle Book, The (1994)"	"romance"
"Red Rock West (1992)"	"thriller"
"Bronx Tale, A (1993)"	"drama"
"Rudy (1993)"	"drama"
"Short Cuts (1993)"	"drama"
"Tombstone (1993)"	"western"
"Courage Under Fire (1996)"	"drama"
"Courage Under Fire (1996)"	"war"
"Dragonheart (1996)"	"action"
"Dragonheart (1996)"	"adventure"
"Dragonheart (1996)"	"fantasy"
"James and the Giant Peach (1996)"	"animation"
"James and the Giant Peach (1996)"	"children"
"James and the Giant Peach (1996)"	"musical"
"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)"	"sci-fi"
"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)"	"war"
"Trainspotting (1996)"	"drama"
"First Wives Club, The (1996)"	"comedy"
"Matilda (1996)"	"children"
"Matilda (1996)"	"comedy"
"Philadelphia Story, The (1940)"	"comedy"
"Philadelphia Story, The (1940)"	"romance"
"Vertigo (1958)"	"mystery"
"Vertigo (1958)"	"thriller"
"North by Northwest (1959)"	"comedy"
"North by Northwest (1959)"	"thriller"
"Apartment, The (1960)"	"comedy"
"Apartment, The (1960)"	"drama"
"Some Like It Hot (1959)"	"comedy"
"Some Like It Hot (1959)"	"crime"
"Casablanca (1942)"	"drama"
"Casablanca (1942)"	"romance"
"Casablanca (1942)"	"war"
"Maltese Falcon, The (1941)"	"film-noir"
"Maltese Falcon, The (1941)"	"mystery"
"My Fair Lady (1964)"	"musical"
"My Fair Lady (1964)"	"romance"
"Sabrina (1954)"	"comedy"
"Sabrina (1954)"	"romance"
"Roman Holiday (1953)"	"comedy"
"Roman Holiday (1953)"	"romance"
"Sunset Blvd. (1950)"	"film-noir"
"Notorious (1946)"	"film-noir"
"Notorious (1946)"	"romance"
"Notorious (1946)"	"thriller"
"To Catch a Thief (1955)"	"comedy"
"To Catch a Thief (1955)"	"romance"
"To Catch a Thief (1955)"	"thriller"
"Adventures of Robin Hood, The (1938)"	"action"
"Adventures of Robin Hood, The (1938)"	"adventure"
"East of Eden (1955)"	"drama"
"Thin Man, The (1934)"	"mystery"
"His Girl Friday (1940)"	"comedy"
"Around the World in 80 Days (1956)"	"adventure"
"Around the World in 80 Days (1956)"	"comedy"
"It's a Wonderful Life (1946)"	"drama"
"Bringing Up Baby (1938)"	"comedy"
"African Queen, The (1951)"	"action"
"African Queen, The (1951)"	"adventure"
"African Queen, The (1951)"	"romance"
"African Queen, The (1951)"	"war"
"Cat on a Hot Tin Roof (1958)"	"drama"
"Fly Away Home (1996)"	"adventure"
"Fly Away Home (1996)"	"children"
"Dumbo (1941)"	"animation"
"Dumbo (1941)"	"children"
"Dumbo (1941)"	"musical"
"Bananas (1971)"	"comedy"
"Bananas (1971)"	"war"
"Candidate, The (1972)"	"drama"
"Bonnie and Clyde (1967)"	"crime"
"Bonnie and Clyde (1967)"	"drama"
"Dial M for Murder (1954)"	"mystery"
"Dial M for Murder (1954)"	"thriller"
"Rebel Without a Cause (1955)"	"drama"
"Streetcar Named Desire, A (1951)"	"drama"
"People vs. Larry Flynt, The (1996)"	"drama"
"My Left Foot (1989)"	"drama"
"Magnificent Seven, The (1954)"	"action"
"Magnificent Seven, The (1954)"	"drama"
"Magnificent Seven, The (1954)"	"western"
"Lawrence of Arabia (1962)"	"adventure"
"Lawrence of Arabia (1962)"	"war"
"Wings of Desire (1987)"	"comedy"
"Wings of Desire (1987)"	"drama"
"Wings of Desire (1987)"	"romance"
"Third Man, The (1949)"	"mystery"
"Third Man, The (1949)"	"thriller"
"Annie Hall (1977)"	"comedy"
"Annie Hall (1977)"	"romance"
"Boot, Das (1981)"	"action"
"Boot, Das (1981)"	"drama"
"Boot, Das (1981)"	"war"
"Local Hero (1983)"	"comedy"
"Manhattan (1979)"	"comedy"
"Manhattan (1979)"	"drama"
"Manhattan (1979)"	"romance"
"Miller's Crossing (1990)"	"drama"
"Treasure of the Sierra Madre, The (1948)"	"adventure"
"Great Escape, The (1963)"	"adventure"
"Great Escape, The (1963)"	"war"
"Deer Hunter, The (1978)"	"drama"
"Deer Hunter, The (1978)"	"war"
"Down by Law (1986)"	"comedy"
"Down by Law (1986)"	"drama"
"Cool Hand Luke (1967)"	"comedy"
"Cool Hand Luke (1967)"	"drama"
"Great Dictator, The (1940)"	"comedy"
"Big Sleep, The (1946)"	"film-noir"
"Big Sleep, The (1946)"	"mystery"
"Ben-Hur (1959)"	"action"
"Ben-Hur (1959)"	"adventure"
"Ben-Hur (1959)"	"drama"
"Gandhi (1982)"	"drama"
"Killing Fields, The (1984)"	"drama"
"Killing Fields, The (1984)"	"war"
"My Life as a Dog  (1985)"	"drama"
"Man Who Would Be King, The (1975)"	"adventure"
"Shine (1996)"	"drama"
"Shine (1996)"	"romance"
"Kama Sutra: A Tale of Love (1996)"	"romance"
"Daytrippers, The (1996)"	"mystery"
"Traveller (1997)"	"drama"
"Addicted to Love (1997)"	"comedy"
"Addicted to Love (1997)"	"romance"
"Ponette (1996)"	"drama"
"My Own Private Idaho (1991)"	"drama"
"Anastasia (1997)"	"animation"
"Anastasia (1997)"	"children"
"Anastasia (1997)"	"musical"
"Mouse Hunt (1997)"	"children"
"Mouse Hunt (1997)"	"comedy"
"Money Train (1995)"	"action"
"Mortal Kombat (1995)"	"action"
"Mortal Kombat (1995)"	"adventure"
"Pocahontas (1995)"	"animation"
"Pocahontas (1995)"	"children"
"Pocahontas (1995)"	"musical"
"Pocahontas (1995)"	"romance"
"Misrables, Les (1995)"	"drama"
"Misrables, Les (1995)"	"musical"
"Things to Do in Denver when You're Dead (1995)"	"crime"
"Things to Do in Denver when You're Dead (1995)"	"drama"
"Things to Do in Denver when You're Dead (1995)"	"romance"
"Vampire in Brooklyn (1995)"	"comedy"
"Vampire in Brooklyn (1995)"	"romance"
"Broken Arrow (1996)"	"action"
"Broken Arrow (1996)"	"thriller"
"Young Poisoner's Handbook, The (1995)"	"crime"
"NeverEnding Story III, The (1994)"	"children"
"NeverEnding Story III, The (1994)"	"fantasy"
"Rob Roy (1995)"	"drama"
"Rob Roy (1995)"	"romance"
"Rob Roy (1995)"	"war"
"Die Hard: With a Vengeance (1995)"	"action"
"Die Hard: With a Vengeance (1995)"	"thriller"
"Lord of Illusions (1995)"	"horror"
"Species (1995)"	"sci-fi"
"Walk in the Clouds, A (1995)"	"drama"
"Walk in the Clouds, A (1995)"	"romance"
"Waterworld (1995)"	"action"
"Waterworld (1995)"	"adventure"
"White Man's Burden (1995)"	"drama"
"Wild Bill (1995)"	"western"
"Farinelli: il castrato (1994)"	"drama"
"Farinelli: il castrato (1994)"	"musical"
"Heavenly Creatures (1994)"	"drama"
"Heavenly Creatures (1994)"	"fantasy"
"Heavenly Creatures (1994)"	"thriller"
"Interview with the Vampire (1994)"	"drama"
"Interview with the Vampire (1994)"	"horror"
"Kid in King Arthur's Court, A (1995)"	"adventure"
"Kid in King Arthur's Court, A (1995)"	"children"
"Kid in King Arthur's Court, A (1995)"	"comedy"
"Kid in King Arthur's Court, A (1995)"	"fantasy"
"Kid in King Arthur's Court, A (1995)"	"romance"
"Kid in King Arthur's Court, A (1995)"	"sci-fi"
"Mary Shelley's Frankenstein (1994)"	"drama"
"Mary Shelley's Frankenstein (1994)"	"horror"
"Quick and the Dead, The (1995)"	"action"
"Quick and the Dead, The (1995)"	"adventure"
"Quick and the Dead, The (1995)"	"western"
"Stephen King's The Langoliers (1995)"	"horror"
"Tales from the Hood (1995)"	"comedy"
"Tales from the Hood (1995)"	"horror"
"Village of the Damned (1995)"	"horror"
"Village of the Damned (1995)"	"thriller"
"Clear and Present Danger (1994)"	"action"
"Clear and Present Danger (1994)"	"adventure"
"Clear and Present Danger (1994)"	"thriller"
"Wes Craven's New Nightmare (1994)"	"horror"
"Speed (1994)"	"action"
"Speed (1994)"	"romance"
"Speed (1994)"	"thriller"
"Wolf (1994)"	"drama"
"Wolf (1994)"	"horror"
"Wyatt Earp (1994)"	"western"
"Another Stakeout (1993)"	"comedy"
"Another Stakeout (1993)"	"thriller"
"Blown Away (1994)"	"action"
"Blown Away (1994)"	"thriller"
"Body Snatchers (1993)"	"horror"
"Body Snatchers (1993)"	"sci-fi"
"Body Snatchers (1993)"	"thriller"
"Boxing Helena (1993)"	"mystery"
"Boxing Helena (1993)"	"romance"
"Boxing Helena (1993)"	"thriller"
"City Slickers II: The Legend of Curly's Gold (1994)"	"comedy"
"City Slickers II: The Legend of Curly's Gold (1994)"	"western"
"Cliffhanger (1993)"	"action"
"Cliffhanger (1993)"	"adventure"
"Cliffhanger (1993)"	"crime"
"Coneheads (1993)"	"comedy"
"Coneheads (1993)"	"sci-fi"
"Demolition Man (1993)"	"action"
"Demolition Man (1993)"	"sci-fi"
"Fatal Instinct (1993)"	"comedy"
"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)"	"comedy"
"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)"	"romance"
"Kalifornia (1993)"	"drama"
"Kalifornia (1993)"	"thriller"
"Piano, The (1993)"	"drama"
"Piano, The (1993)"	"romance"
"Romeo Is Bleeding (1993)"	"crime"
"Romeo Is Bleeding (1993)"	"thriller"
"Secret Garden, The (1993)"	"children"
"Secret Garden, The (1993)"	"drama"
"Son in Law (1993)"	"comedy"
"Terminal Velocity (1994)"	"action"
"Hour of the Pig, The (1993)"	"drama"
"Hour of the Pig, The (1993)"	"mystery"
"Beauty and the Beast (1991)"	"animation"
"Beauty and the Beast (1991)"	"children"
"Beauty and the Beast (1991)"	"musical"
"Wild Bunch, The (1969)"	"western"
"Hellraiser: Bloodline (1996)"	"action"
"Hellraiser: Bloodline (1996)"	"horror"
"Hellraiser: Bloodline (1996)"	"sci-fi"
"Primal Fear (1996)"	"drama"
"Primal Fear (1996)"	"thriller"
"True Crime (1995)"	"mystery"
"True Crime (1995)"	"thriller"
"Stalingrad (1993)"	"war"
"Heavy (1995)"	"drama"
"Heavy (1995)"	"romance"
"Fan, The (1996)"	"thriller"
"Hunchback of Notre Dame, The (1996)"	"animation"
"Hunchback of Notre Dame, The (1996)"	"children"
"Hunchback of Notre Dame, The (1996)"	"musical"
"Eraser (1996)"	"action"
"Eraser (1996)"	"thriller"
"Big Squeeze, The (1996)"	"comedy"
"Big Squeeze, The (1996)"	"drama"
"Police Story 4: Project S  (1993)"	"action"
"Daniel Defoe's Robinson Crusoe (1996)"	"children"
"For Whom the Bell Tolls (1943)"	"adventure"
"For Whom the Bell Tolls (1943)"	"war"
"American in Paris, An (1951)"	"musical"
"American in Paris, An (1951)"	"romance"
"Rear Window (1954)"	"mystery"
"Rear Window (1954)"	"thriller"
"It Happened One Night (1934)"	"comedy"
"Meet Me in St. Louis (1944)"	"musical"
"All About Eve (1950)"	"drama"
"Rebecca (1940)"	"romance"
"Rebecca (1940)"	"thriller"
"Spellbound (1945)"	"mystery"
"Spellbound (1945)"	"romance"
"Spellbound (1945)"	"thriller"
"Father of the Bride (1950)"	"comedy"
"Gigi (1958)"	"musical"
"Laura (1944)"	"crime"
"Laura (1944)"	"film-noir"
"Laura (1944)"	"mystery"
"Lost Horizon (1937)"	"drama"
"My Man Godfrey (1936)"	"comedy"
"Giant (1956)"	"drama"
"39 Steps, The (1935)"	"thriller"
"Night of the Living Dead (1968)"	"horror"
"Night of the Living Dead (1968)"	"sci-fi"
"Blue Angel, The  (1930)"	"drama"
"Picnic (1955)"	"drama"
"Extreme Measures (1996)"	"drama"
"Extreme Measures (1996)"	"thriller"
"Chamber, The (1996)"	"drama"
"Davy Crockett, King of the Wild Frontier (1955)"	"western"
"Swiss Family Robinson (1960)"	"adventure"
"Swiss Family Robinson (1960)"	"children"
"Angels in the Outfield (1994)"	"children"
"Angels in the Outfield (1994)"	"comedy"
"Three Caballeros, The (1945)"	"animation"
"Three Caballeros, The (1945)"	"children"
"Three Caballeros, The (1945)"	"musical"
"Sword in the Stone, The (1963)"	"animation"
"Sword in the Stone, The (1963)"	"children"
"So Dear to My Heart (1949)"	"children"
"So Dear to My Heart (1949)"	"drama"
"Robin Hood: Prince of Thieves (1991)"	"drama"
"Sleepers (1996)"	"crime"
"Sleepers (1996)"	"drama"
"Victor/Victoria (1982)"	"comedy"
"Victor/Victoria (1982)"	"musical"
"Great Race, The (1965)"	"comedy"
"Great Race, The (1965)"	"musical"
"Crying Game, The (1992)"	"action"
"Crying Game, The (1992)"	"drama"
"Crying Game, The (1992)"	"romance"
"Crying Game, The (1992)"	"war"
"Sophie's Choice (1982)"	"drama"
"Christmas Carol, A (1938)"	"drama"
"Microcosmos: Le peuple de l'herbe (1996)"	"documentary"
"Fog, The (1980)"	"horror"
"Escape from New York (1981)"	"action"
"Escape from New York (1981)"	"adventure"
"Escape from New York (1981)"	"sci-fi"
"Escape from New York (1981)"	"thriller"
"Howling, The (1981)"	"comedy"
"Howling, The (1981)"	"horror"
"Return of Martin Guerre, The  (1982)"	"drama"
"Tin Drum, The  (1979)"	"drama"
"Cook the Thief His Wife & Her Lover, The (1989)"	"drama"
"Paths of Glory (1957)"	"drama"
"Paths of Glory (1957)"	"war"
"Grifters, The (1990)"	"crime"
"Grifters, The (1990)"	"drama"
"Grifters, The (1990)"	"film-noir"
"The Innocent (1994)"	"drama"
"The Innocent (1994)"	"romance"
"Thin Blue Line, The (1988)"	"documentary"
"Paris Is Burning (1990)"	"documentary"
"Once Upon a Time in the West (1969)"	"western"
"Ran (1985)"	"drama"
"Ran (1985)"	"war"
"Quiet Man, The (1952)"	"comedy"
"Quiet Man, The (1952)"	"romance"
"Once Upon a Time in America (1984)"	"crime"
"Once Upon a Time in America (1984)"	"drama"
"Once Upon a Time in America (1984)"	"thriller"
"Seventh Seal, The  (1957)"	"drama"
"Glory (1989)"	"action"
"Glory (1989)"	"drama"
"Glory (1989)"	"war"
"Rosencrantz and Guildenstern Are Dead (1990)"	"comedy"
"Rosencrantz and Guildenstern Are Dead (1990)"	"drama"
"Touch of Evil (1958)"	"crime"
"Touch of Evil (1958)"	"film-noir"
"Touch of Evil (1958)"	"thriller"
"Chinatown (1974)"	"film-noir"
"Chinatown (1974)"	"mystery"
"Chinatown (1974)"	"thriller"
"Stand by Me (1986)"	"adventure"
"Stand by Me (1986)"	"comedy"
"Stand by Me (1986)"	"drama"
"M (1931)"	"crime"
"M (1931)"	"film-noir"
"M (1931)"	"thriller"
"Manchurian Candidate, The (1962)"	"film-noir"
"Manchurian Candidate, The (1962)"	"thriller"
"Pump Up the Volume (1990)"	"drama"
"Arsenic and Old Lace (1944)"	"comedy"
"Arsenic and Old Lace (1944)"	"mystery"
"Arsenic and Old Lace (1944)"	"thriller"
"Fried Green Tomatoes (1991)"	"drama"
"High Noon (1952)"	"western"
"Somewhere in Time (1980)"	"drama"
"Somewhere in Time (1980)"	"romance"
"Being There (1979)"	"comedy"
"Paris, Texas (1984)"	"drama"
"Alien 3 (1992)"	"action"
"Alien 3 (1992)"	"horror"
"Alien 3 (1992)"	"sci-fi"
"Alien 3 (1992)"	"thriller"
"Blood For Dracula  (1974)"	"horror"
"Audrey Rose (1977)"	"horror"
"Blood Beach (1981)"	"action"
"Blood Beach (1981)"	"horror"
"Body Parts (1991)"	"horror"
"Body Snatchers (1993)"	"horror"
"Body Snatchers (1993)"	"sci-fi"
"Body Snatchers (1993)"	"thriller"
"Bride of Frankenstein (1935)"	"horror"
"Candyman (1992)"	"horror"
"Cape Fear (1962)"	"film-noir"
"Cape Fear (1962)"	"thriller"
"Cat People (1982)"	"horror"
"Nosferatu  (1922)"	"horror"
"Crucible, The (1996)"	"drama"
"Fire on the Mountain (1996)"	"documentary"
"Volcano (1997)"	"drama"
"Volcano (1997)"	"thriller"
"Conan the Barbarian (1981)"	"action"
"Conan the Barbarian (1981)"	"adventure"
"Kull the Conqueror (1997)"	"action"
"Kull the Conqueror (1997)"	"adventure"
"Wishmaster (1997)"	"horror"
"I Know What You Did Last Summer (1997)"	"horror"
"I Know What You Did Last Summer (1997)"	"mystery"
"I Know What You Did Last Summer (1997)"	"thriller"
"Rocket Man (1997)"	"comedy"
"In the Line of Fire (1993)"	"action"
"In the Line of Fire (1993)"	"thriller"
"Executive Decision (1996)"	"action"
"Executive Decision (1996)"	"thriller"
"Perfect World, A (1993)"	"action"
"Perfect World, A (1993)"	"drama"
"McHale's Navy (1997)"	"comedy"
"McHale's Navy (1997)"	"war"
"Leave It to Beaver (1997)"	"comedy"
"Jackal, The (1997)"	"action"
"Jackal, The (1997)"	"thriller"
"Seven Years in Tibet (1997)"	"drama"
"Seven Years in Tibet (1997)"	"war"
"Dark City (1998)"	"film-noir"
"Dark City (1998)"	"sci-fi"
"Dark City (1998)"	"thriller"
